video_id,views,likes,dislikes,comment_count
XcdLVKYsHHU,3935638,421533,2434,34274
M4vnmgZLA8s,3934319,123180,13791,14093
_hMQe2U4c6w,3934084,219003,10255,15846
d-HPZL6AU64,3933770,193219,3006,17125
pisY6J2Ky6U,3933195,138687,5589,8736
2nVPFdqejD0,3931389,97697,22403,9650
_QWZvU7VCn8,3930879,36808,1687,2271
pOEzjT-SED0,3930664,104641,19448,24078
xsqInns6LXQ,3930335,87892,1854,0
q8v9MvManKE,3930335,87892,1854,0
r-i6XpcL1Fs,3929967,62638,11676,14944
Kf2-86o5S1o,3928915,119042,7350,20525
nd4cLL_MP7M,3928377,12571,563,696
_7985zBEM3o,3927954,166854,1465,13525
cpGA0azFdCs,3926259,61206,2270,5986
CQQit01HHLY,3926173,210098,3218,12390
tlILlcCE8Sc,3923869,206388,3039,7263
igczJLuaelg,3923217,115350,35735,29584
x4TZEVqKIvs,3923161,156940,8181,21809
mD4jp2HHu0g,3923002,206834,3218,38470
KVit4vSAMsk,3922526,35856,860,1602
aB-UKwO367s,3922298,129154,12466,38382
mddRihBrWOk,3921611,185203,5409,8407
BtvRaMPJWLs,3921552,219249,6989,14789
hQW_9ws8OhA,3920987,75808,6072,23616
XbxRqlHtKUE,3920654,63235,1817,7453
34cHO5_LX9g,3920085,10189,937,1024
iN8zmmCRqUA,3920011,99059,3097,12835
2WHcBwq2wHc,3919971,94894,1707,0
Dan2YMDCpms,3919778,229813,3067,16046
GEB2f5dpFXs,3919034,411748,3457,15569
sq4hYZlDPec,3918780,124732,10817,36224
fC8gutkCu1c,3918264,187246,4792,10493
SbrOMrjhyvI,3918026,26194,2895,3313
nt00QzKuNVY,3916992,27409,500,1814
CP5Ro3oy-ec,3916530,24666,2549,4927
J15vfXqnwWw,3916287,49689,1511,5701
8eo-L_3OWAQ,3915324,51009,3454,2832
7Jz8wZbXuDA,3914443,61993,3472,7552
t4YAyT4ihIQ,3913682,129182,8991,5531
CeCgsmTjHjk,3913388,263800,5222,20626
vAuO3bHxSpc,3910690,153074,1459,12599
MIQKlHSD89E,3909702,113160,1184,6552
XcSMdhfKga4,3909038,47043,4089,4251
j4KvrAUjn6c,3906727,77378,12160,15874
j4KvrAUjn6c,3906727,77378,12160,15874
pMpQABKlC-I,3906243,234683,9954,22460
S9ibNh16xfs,3906035,195563,977,7105
LqU9CdPs6ek,3905383,165638,2195,11431
5E4ZBSInqUU,3903013,219847,4307,13620
08OhPK2BVIU,3902931,353152,3986,17355
tugFFhML7VY,3901214,325109,4694,31474
t4pRQ0jn23Q,3901044,108371,5285,13443
ZfHiw_LFNGw,3899113,18466,6058,2822
p-GN8WXoiX4,3898249,116212,8272,16916
T2aJzwAeA9Y,3897800,43779,4078,8926
TjXQzRWmb_I,3897625,49617,1480,6020
4iRJDDjejCI,3897602,90141,4425,8297
pl-DjiO8das,3897007,380671,4238,34726
#NAME?,3896764,155621,1880,5468
BtvRaMPJWLs,3895180,218725,6971,14733
z2kEKZ6jyQQ,3894819,117864,11501,14103
mD4jp2HHu0g,3894802,206378,3210,38428
XbxRqlHtKUE,3894192,62899,1807,7383
34cHO5_LX9g,3891958,10023,898,991
EKkzbbLYPuI,3890910,175056,2263,7075
nRc0kmOYgzQ,3889839,40788,1784,5220
2h0bkuWzQeU,3889362,119431,2348,2727
o7iL2KzDh38,3888666,230838,2858,13092
T4FAg5A4wQk,3887583,236776,2233,16663
E0cbWdlQg_8,3886748,44165,3070,4451
Xpv-sEKl1B4,3885870,79169,3431,9230
zi_6oaQyckM,3885545,307146,15397,20000
_rB36UGoP4Y,3885038,40793,10094,6961
L87HuKmGwVQ,3882449,177425,2297,19363
ahSKGi_21xg,3882340,51669,1689,3167
n0j_CX1S2es,3881385,79427,5327,16195
V15BYnSr0P8,3879095,187335,10575,24577
T8lWjQRhQXY,3878139,160329,4321,12759
PjqKPHZJgF0,3877601,107237,5587,15063
f6Egj7ncOi8,3876875,323623,2334,137411
gDXwhHm4GhM,3876275,76714,8888,10114
Ek3aeUhHaFY,3874365,128572,1747,10555
KFaMZUarksA,3873702,149246,2314,9929
ZwoDYJWWXW0,3870649,146563,3724,9876
E4c7EE8_IX0,3870505,104886,4405,8435
hQW_9ws8OhA,3870433,75125,6019,23431
ZUSPD9zOyJs,3870211,135864,2059,6111
nt00QzKuNVY,3868989,26893,491,1789
ltzy5vRmN8Q,3867530,116569,9165,20035
BtvRaMPJWLs,3867267,218085,6952,14706
XbxRqlHtKUE,3866882,62621,1800,7367
rjLVCpE3kuw,3866200,20541,770,2719
FL9BbzUYXjA,3865127,113833,5452,4137
2-tzlBFotjA,3863538,117261,11418,6090
mD4jp2HHu0g,3862234,205820,3203,38367
nranUeNkXpM,3859536,102306,6859,8340
7UoP9ABJXGE,3858915,37702,1224,732
d-HPZL6AU64,3856891,191308,2946,17015
aNvRdg1lR7c,3856726,6601,2205,2142
h5XzGyjEkkc,3855331,78644,1764,10393
SA7AIQw-7Ms,3853829,257470,3468,11131
CahQhevkcCM,3849637,95348,12213,8635
vAuO3bHxSpc,3848847,151937,1434,12532
LdhQzXHYLZ4,3848607,108396,6272,15825
Uy7yJdq1yhg,3848577,137560,4491,12479
f1xIeTCgoFk,3848009,166757,2079,13175
34cHO5_LX9g,3847697,9799,868,997
tJfDBSWYqU8,3846982,19109,7938,5664
n-DTjpde9-0,3846735,93887,2010,7368
KVit4vSAMsk,3846388,35300,841,1594
e5D3O4yCmCg,3845880,4926,322,512
KUUjtUP2CrE,3845596,50069,2677,2793
AP14dJZzKkA,3845553,133530,3363,20114
aNvRdg1lR7c,3844714,6466,2182,2094
doP7xKdGOKs,3844106,80016,2140,0
wRNYoWFjmEc,3842924,174042,2167,7998
DgOUdtUlL24,3842533,169168,914,4749
P6ODTQKhaXk,3841519,195719,3220,12234
515lLZS082U,3839093,66698,3169,3610
XbxRqlHtKUE,3838177,62351,1792,7348
YI3tsmFsrOg,3838017,213130,1827,20041
aNvRdg1lR7c,3835362,6386,2156,2068
nfuXbnmdpRE,3833209,60219,5714,5820
aGl-1nwahCA,3832847,91412,3361,7577
ys2x8oOK7wE,3832538,166173,6757,11792
2WHcBwq2wHc,3832069,93426,1674,0
e5D3O4yCmCg,3831690,4900,322,511
cpGA0azFdCs,3831301,60163,2219,5914
BtvRaMPJWLs,3831164,217380,6942,14616
T4FAg5A4wQk,3830693,235277,2218,16565
p-GN8WXoiX4,3829925,114838,8182,16681
OQkfDJ2zVNo,3829790,61389,19573,31958
mD4jp2HHu0g,3829266,205147,3191,38243
SxAp27sFaIM,3827461,160965,10125,27706
Xpv-sEKl1B4,3826399,77624,3379,9184
hQW_9ws8OhA,3826316,74555,5963,23319
oLDbO545aKQ,3825440,196635,4514,11203
qFy5XyZsUeo,3824432,71392,1665,5966
3Q2j5ApzSqs,3824428,291513,6611,19034
NYMcACJLqJs,3824096,52547,1507,2401
aNvRdg1lR7c,3822935,6284,2135,2038
jG1JY0rt2Os,3821846,177700,4842,15815
jLM2ibaRbrk,3820337,282060,2756,23470
e5D3O4yCmCg,3820114,4859,316,510
89OP78l9oF0,3819497,24081,2247,3310
hOulcmOHCIQ,3817594,33825,7731,6281
ycy30LIbq4w,3816801,398814,2734,24868
UKserM-i0_A,3816065,194314,1931,21207
fuHcdFPBKy0,3814743,91439,14542,12625
Uy7yJdq1yhg,3813389,136761,4462,12419
aB-UKwO367s,3813303,127963,12289,38105
aNvRdg1lR7c,3813094,6165,2113,2027
jD83QaWy8LI,3812821,110988,8804,18968
TudhYwBrgYg,3812642,91885,2243,7815
CQQit01HHLY,3812333,207277,3150,12246
QBL8IRJ5yHU,3811648,306473,13441,52719
xLtYmhj-0Kg,3811520,28046,2796,4172
pMpQABKlC-I,3811016,231458,9768,22202
psnbQ_sF-yE,3810931,148262,11025,8069
TZSVf-yD7N8,3810354,104944,1718,3230
WfPu9Jrcpuk,3809461,137439,2711,5966
QBL8IRJ5yHU,3808877,306382,13439,52711
1SnWTW6YXbE,3807560,170038,2387,12983
ShZ978fBl6Y,3806481,208334,1624,7086
oLDbO545aKQ,3805747,196261,4502,11187
nt00QzKuNVY,3805642,26527,483,1762
fC8gutkCu1c,3805384,185507,4749,10414
wowAOdTYqw8,3804400,150924,1372,11771
e5D3O4yCmCg,3802925,4825,312,509
aNvRdg1lR7c,3802753,6099,2095,2024
34cHO5_LX9g,3802160,9484,845,957
gDXwhHm4GhM,3801465,75877,8717,9922
MIQKlHSD89E,3801056,110716,1152,6477
m1-rpd3S-48,3800486,229633,4010,12871
QBL8IRJ5yHU,3799790,306037,13430,52695
ItYOdWRo0JY,3798127,44277,47469,12654
Ek3aeUhHaFY,3797932,126874,1710,10559
T8lWjQRhQXY,3797849,159646,4302,12745
GM1QDBvzm1Y,3796854,1220,275,46
wIimU5-UEPc,3795887,105180,2303,5605
2in8XqiElwc,3795829,170850,8302,17715
QBL8IRJ5yHU,3794496,305850,13425,52677
rxmtHVSVjdo,3794284,236584,4681,15053
bAkEd8r7Nnw,3794124,106105,2103,7663
hiBPUpCJ7MQ,3793527,53572,544,2170
k2NskGo6x40,3792093,82196,19211,27341
bTfJa_Qb5T0,3791698,94705,6226,3314
UfR5dKcKJvY,3790966,176516,12537,10941
t4YAyT4ihIQ,3790933,127412,8857,5449
mD4jp2HHu0g,3790135,204492,3183,38055
hQW_9ws8OhA,3790073,73996,5922,23155
RFywfHsFpQM,3789495,93413,2283,0
aNvRdg1lR7c,3789344,6018,2085,1998
BtvRaMPJWLs,3788443,216387,6913,14512
oLDbO545aKQ,3787506,195963,4492,11180
tugFFhML7VY,3787467,317933,4636,31073
XcSMdhfKga4,3787278,46369,4005,4189
t4pRQ0jn23Q,3787250,107073,5184,13323
AiyZ92_JZxA,3787041,30334,3303,3167
QBL8IRJ5yHU,3786901,305555,13422,52669
kxMC7g_sKjw,3786691,43003,1225,3883
wjj2upnfBI0,3785623,134720,1319,6038
hiBPUpCJ7MQ,3785540,53485,543,2169
v7H_Or9Nr5I,3784728,215996,3246,12175
E4c7EE8_IX0,3784695,103272,4314,8315
3yy-dKTmyOo,3783927,54516,1444,8878
08OhPK2BVIU,3783687,347314,3918,17071
fNVUTgd4pio,3783440,61892,2853,4421
mQ055hHdxbE,3781772,143765,3014,12183
lGEY8IulWiA,3780988,266140,6356,21649
XbxRqlHtKUE,3780855,61758,1773,7306
nRc0kmOYgzQ,3780751,40102,1747,5133
u_C4onVrr8U,3780496,110850,1587,4255
l9jZFwwZQJs,3780194,130859,10841,11067
e5D3O4yCmCg,3779019,4755,305,499
QBL8IRJ5yHU,3778277,305283,13413,52628
vAuO3bHxSpc,3777328,150390,1410,12421
tGRzz0oqgUE,3776322,99828,7062,8033
S9ibNh16xfs,3775869,192598,957,7007
WyuPSLj_6aw,3775750,215477,4490,15026
aNvRdg1lR7c,3775453,5940,2060,1969
Uy7yJdq1yhg,3774930,135939,4430,12356
fDRrqJU4-Tk,3774561,86947,2944,13822
EhSXsTSNDyo,3774472,327066,2882,25589
ltzy5vRmN8Q,3774089,115075,9047,19727
T4FAg5A4wQk,3770905,233833,2195,16529
hiBPUpCJ7MQ,3770840,53332,540,2167
aYnyMPc3LQ4,3770744,220891,3665,50778
i_nLsG_asQg,3770674,36119,1996,1722
0bXCbVGb04A,3769704,182227,5244,43003
QBL8IRJ5yHU,3768814,304874,13400,52588
hQW_9ws8OhA,3768800,73719,5908,23081
MAjY8mCTXWk,3768004,72112,2926,8311
kxMC7g_sKjw,3767262,42875,1218,3865
oLDbO545aKQ,3766328,195543,4483,11157
cHB_s970Uyw,3765990,116997,4148,14779
inZzcTXYowY,3765264,406872,2441,33840
tN_8CwE8ULI,3765221,118098,6588,7350
f6Egj7ncOi8,3763877,319388,2288,136738
Xpv-sEKl1B4,3763584,75872,3340,9124
ItYOdWRo0JY,3762393,44018,46789,12592
8ll04Zzw5UM,3761992,209756,4774,21806
t0VsbEqfAvo,3761483,56554,9061,23509
QBL8IRJ5yHU,3761374,304578,13391,52558
LqU9CdPs6ek,3761199,161743,2112,11182
FL9BbzUYXjA,3760909,112244,5394,4096
d-HPZL6AU64,3760197,188867,2877,16811
AiH3nDqWr9I,3759610,128854,3207,17308
E0cbWdlQg_8,3759532,39486,2976,4325
hiBPUpCJ7MQ,3759236,53199,538,2150
aNvRdg1lR7c,3758775,5821,2039,1921
VVMCz04CmlA,3756962,142150,4666,12806
oLDbO545aKQ,3756259,195392,4479,11143
p-GN8WXoiX4,3755581,113375,8087,16488
p_IwENcMPOA,3755521,67566,2029,2878
iQp1_GfDhwQ,3755519,60268,910,1822
p-OCfiglZRQ,3754719,67582,13207,10055
3ChgRbqGi-E,3754502,148892,2018,4529
sxxJug2Ob_A,3754401,167512,11882,10764
QBL8IRJ5yHU,3753521,304297,13380,52535
e5D3O4yCmCg,3753457,4684,297,499
Isvqg90LhqM,3751723,177996,3185,13618
nranUeNkXpM,3751269,100716,6782,8288
tEnCoocmPQM,3751175,247453,4040,13336
nt00QzKuNVY,3751127,26283,480,1744
TjXQzRWmb_I,3750515,48426,1438,5963
shHTYg-rOAg,3749896,96921,1518,2338
tN8o_E_f9FQ,3749838,27971,4445,5314
mD4jp2HHu0g,3749189,203823,3167,37876
lrWRy9BBp-c,3748683,93450,8388,15108
ZhEz1cvC1rc,3747604,110335,5120,48345
2HboMs0vbsE,3747210,244559,5835,13636
pj6k-EFxqAI,3746985,146980,1595,4994
ZCNyOsPh2ng,3746583,40193,3415,5248
igczJLuaelg,3746507,112305,34654,28804
KVit4vSAMsk,3746030,34650,829,1558
8uBP6UL-jEU,3745968,50925,5906,4557
QBL8IRJ5yHU,3745787,303985,13374,52488
hiBPUpCJ7MQ,3744187,53006,535,2140
2nVPFdqejD0,3742907,95092,21988,9478
lRj5d35ePvw,3742740,76756,2931,8398
8nsWMmFYRqE,3742064,155330,1583,7073
g5c1bk8weaQ,3741812,314872,2647,12114
wRNYoWFjmEc,3741797,170984,2114,7848
kxMC7g_sKjw,3741747,42715,1209,3838
Uy7yJdq1yhg,3741548,135260,4405,12322
aB-UKwO367s,3739645,126409,12101,37592
cMD63TwzB1o,3739595,127011,16734,18983
v_0WNLAmSaE,3739548,179693,6891,81435
T2aJzwAeA9Y,3739130,43165,3985,8806
BtvRaMPJWLs,3738696,215291,6856,14441
UaAHl_m_ybk,3738646,262753,2490,31844
QBL8IRJ5yHU,3738502,303724,13366,52461
0v-6AylRH68,3738147,134834,8046,10555
XbxRqlHtKUE,3736946,61388,1759,7265
pcJo0tIWybY,3735906,183795,3265,13974
SkcucKDrbOI,3733256,75328,1337,11126
UXNnAB3ugPU,3732949,98458,2777,4879
QBL8IRJ5yHU,3732851,303544,13361,52421
BjRNY3u3bUw,3732355,13344,1396,2200
8JnfIa84TnU,3731285,184478,3434,7250
cpGA0azFdCs,3730309,58954,2174,5872
2WHcBwq2wHc,3729517,91545,1632,0
bAkEd8r7Nnw,3729425,105253,2077,7210
hiBPUpCJ7MQ,3729281,52822,532,2130
CG9yQ8PXf6o,3727760,36487,2003,1479
aNvRdg1lR7c,3726382,5673,2004,1892
VhI2EpAIcm4,3724742,83247,6833,14541
pKkf2KCc6xo,3724733,23442,1536,4125
Ya_trIAWIXA,3724531,170476,1770,21576
kXIF2FQpgjM,3724129,36017,3840,3685
rdeQT7KkqM8,3723063,88706,3541,8059
Q9vZHbcx6cQ,3721588,110197,3177,4602
iILJvqrAQ_w,3720006,95497,1715,4698
p6E9R9qv1No,3719682,161840,9512,24070
yc-iu4MjK1g,3719333,65603,1396,5238
L87HuKmGwVQ,3719213,174976,2232,19077
nt00QzKuNVY,3718505,26104,478,1731
mD4jp2HHu0g,3717529,203313,3163,37804
QBL8IRJ5yHU,3716941,302901,13342,52332
ItYOdWRo0JY,3716275,43697,45910,12489
hQW_9ws8OhA,3716209,72887,5842,22950
hiBPUpCJ7MQ,3715504,52665,528,2116
oLDbO545aKQ,3714696,194571,4464,11092
Xpv-sEKl1B4,3714621,74309,3308,9010
McRNSFGwqtY,3714578,135848,1539,6850
e5D3O4yCmCg,3714550,4494,279,492
tN8o_E_f9FQ,3714056,27322,4393,5215
3iUfzN4RAB8,3713832,49006,7354,9147
me5ifeBFaFo,3710287,84363,2982,7433
BIQK4-9YFW0,3710041,106635,3645,7129
7LjC-nUPrNg,3708663,40325,5492,7858
8eo-L_3OWAQ,3707659,50200,3312,2828
1l26UFQ06eQ,3707365,48888,7362,10610
3iUfzN4RAB8,3707164,48848,7350,9149
DgOUdtUlL24,3706524,164188,867,4602
QBL8IRJ5yHU,3705692,302494,13334,52260
hiBPUpCJ7MQ,3705628,52570,527,2115
kxMC7g_sKjw,3703834,42470,1196,3856
MsQb18nU2hA,3703259,187800,4620,19264
T4FAg5A4wQk,3702970,232055,2172,16466
_7985zBEM3o,3702942,161760,1414,13839
EAGhzuitLXU,3702038,174101,2887,7629
kgaO45SyaO4,3701763,56561,2495,11608
E4c7EE8_IX0,3701472,101850,4232,8208
3iUfzN4RAB8,3701290,48722,7339,9075
34cHO5_LX9g,3699803,8795,762,877
ahSKGi_21xg,3699582,50326,1651,3079
ggIzq8JUK44,3699366,94417,1591,3629
_QWZvU7VCn8,3698452,35283,1578,2188
Uy7yJdq1yhg,3698155,134397,4388,12268
tugFFhML7VY,3697797,313218,4559,30607
3iUfzN4RAB8,3696076,48178,7293,8923
KUUjtUP2CrE,3695897,49378,2613,2798
JDmse8M-3-Y,3695752,176013,9983,25241
QgOXIEhHU1Y,3695099,241002,5177,13142
CeCgsmTjHjk,3695069,253907,4848,20025
gDPr8Na24QU,3694745,100196,1637,5988
TudhYwBrgYg,3693414,89889,2182,7685
Ept29ceiVfk,3693222,35078,538,1892
QBL8IRJ5yHU,3692671,302029,13322,52179
3iUfzN4RAB8,3692522,48524,7327,9009
tN8o_E_f9FQ,3692229,26498,4320,5043
pMpQABKlC-I,3691632,226845,9606,21947
uwfIr6flLXk,3691273,88902,20510,8060
gDXwhHm4GhM,3689235,74584,8477,9776
HzILu6yyA20,3689210,1836,216,673
Xpv-sEKl1B4,3688037,73439,3284,8957
YI3tsmFsrOg,3687989,207005,1764,19503
fC8gutkCu1c,3687936,183545,4681,10330
VAUHZYf_aKY,3687545,62188,4956,4076
tCnbAAgfxH8,3687110,44409,9024,6365
fDRrqJU4-Tk,3686630,86848,2942,13811
ujyTQNNjjDU,3686343,130373,3628,6694
c8W-auqg024,3686111,124957,4420,18312
KFaMZUarksA,3685806,146813,2241,9939
mD4jp2HHu0g,3685118,202781,3155,37698
sYvH7Y16iUM,3682919,112305,4336,11516
qgYvfE5PkQI,3682671,293664,5160,17355
hQW_9ws8OhA,3682271,72391,5809,22817
vAuO3bHxSpc,3682138,148378,1388,12243
6jxRnodaKzE,3681858,19521,802,3998
3iUfzN4RAB8,3680741,47849,7268,8854
ogfYd705cRs,3680550,33273,4110,0
jp9hK-jY6yY,3680540,216119,3570,20544
aFuA50H9uek,3680427,66530,1979,15937
QBL8IRJ5yHU,3680381,301570,13304,52121
oLDbO545aKQ,3680011,193832,4453,11048
XbxRqlHtKUE,3678648,60879,1738,7160
H7gh2fmdjCU,3677655,110635,1042,4143
hiBPUpCJ7MQ,3677489,52264,520,2083
UjtOGPJ0URM,3675806,170076,6956,19119
HzILu6yyA20,3675543,1739,209,638
psnbQ_sF-yE,3675122,145973,10809,7932
nt00QzKuNVY,3674880,25851,475,1723
p-GN8WXoiX4,3674791,111432,7916,16192
Xpv-sEKl1B4,3673253,73046,3279,8924
CbWP9nvnRhw,3673170,212212,4165,18529
n-DTjpde9-0,3672826,91426,1938,7091
tJv-xtxKkQY,3672441,158995,21512,35988
Ek3aeUhHaFY,3672241,124366,1657,10458
bg7RjxsghNY,3670790,286889,2467,20928
My4RA5I0FKs,3670052,126015,2696,9254
jzLlsbdrwQk,3669938,70190,8078,8935
QBL8IRJ5yHU,3667610,301104,13289,52031
8fbyfDbi-MI,3667159,87776,25326,21742
BtvRaMPJWLs,3666161,213500,6792,14330
nRc0kmOYgzQ,3665451,39354,1702,5060
ogfYd705cRs,3665202,33116,4103,0
Ya_trIAWIXA,3664217,168653,1710,21384
D-pKeb6Wf4U,3662495,169521,5681,12821
SWVtV59mczk,3659746,155591,26049,39230
MIQKlHSD89E,3659498,107834,1113,6353
bAkEd8r7Nnw,3658261,104137,2049,7122
Y-iFgDK_D5s,3658011,133504,2145,13745
LU6xDgpnIyM,3657886,442915,2655,75753
Y0KgYB3wIGo,3657659,56981,2069,1633
7Jz8wZbXuDA,3657611,60545,3313,7202
hiBPUpCJ7MQ,3656558,52048,516,2082
J75enyWdbBM,3656355,72923,3446,3516
8uBP6UL-jEU,3656163,50171,5857,4540
CQQit01HHLY,3654771,203644,3061,12009
wjj2upnfBI0,3654430,133673,1290,6042
IcDI1iWmIp8,3654225,37037,1786,4892
WvV5TbJc9tQ,3653400,223235,1672,19206
HzILu6yyA20,3652424,1565,197,677
bc5BnTYRgx8,3652203,97735,4141,13743
2-tzlBFotjA,3651906,114382,11148,6005
QBL8IRJ5yHU,3651236,300548,13261,51967
ogfYd705cRs,3649733,32976,4101,0
jLM2ibaRbrk,3649473,275242,2713,23595
PTQMog9u2Zo,3648476,47712,2976,0
3iUfzN4RAB8,3647991,47254,7206,8751
Uy7yJdq1yhg,3647806,133438,4363,12171
36QMyiRAv-Y,3647441,387156,8882,108849
mD4jp2HHu0g,3647401,202109,3141,37629
L87HuKmGwVQ,3647312,173058,2177,19033
515lLZS082U,3646907,64685,3131,3555
__4c1JCHvaQ,3645622,188490,3598,20594
hQW_9ws8OhA,3645059,71861,5778,22736
XcSMdhfKga4,3644532,45467,3910,4057
x_joMJBrT34,3644362,114540,6980,18424
we5djgQwK9w,3644160,130698,5642,19871
t4YAyT4ihIQ,3643894,125205,8702,5687
aYnyMPc3LQ4,3643393,218282,3616,50196
aFuA50H9uek,3643003,66119,1964,15822
oLDbO545aKQ,3642497,192777,4440,10958
CahQhevkcCM,3641814,92182,11579,8174
Xpv-sEKl1B4,3641051,71979,3266,8895
S9ibNh16xfs,3640386,189585,933,6915
2aQykuIaJVI,3640120,182789,3123,13004
TaVvm0r_gho,3638866,95251,6527,19029
kxMC7g_sKjw,3637532,42136,1180,3812
hEnWzvzVMaA,3637097,170697,7456,18012
V3EYjVPRClU,3635144,133232,5990,12704
QBL8IRJ5yHU,3634804,299820,13241,51882
6sHIq41sI-w,3633998,385072,3124,41777
LS5ZSkHUqBQ,3633839,10160,2006,1139
f1xIeTCgoFk,3633818,164463,2020,13091
1QmPCVW6jOs,3633365,34995,3470,4141
5orrZxSjLQA,3633301,202302,1541,11583
T4FAg5A4wQk,3633110,230236,2144,16398
hiBPUpCJ7MQ,3632758,51789,515,2075
ogfYd705cRs,3632624,32827,4092,0
ItYOdWRo0JY,3631775,43038,44500,12476
ltzy5vRmN8Q,3631612,113010,8883,19321
ItL6vcUrpUs,3630119,123954,3094,4445
BC19fhyTG_M,3629402,520838,8114,63981
2WHcBwq2wHc,3629223,89888,1606,0
xLtYmhj-0Kg,3628189,26994,2669,4073
e5D3O4yCmCg,3628169,3960,261,456
Xpv-sEKl1B4,3627288,71577,3254,8865
FL9BbzUYXjA,3626745,110062,5276,4074
GBTV5ekQwWw,3626374,37831,5349,7289
tN8o_E_f9FQ,3625807,25151,4224,4897
HgknAaKNaMM,3625436,79964,4232,5145
MvFcY9rTPx8,3624449,26324,1813,0
nt00QzKuNVY,3623148,25410,465,1689
_KBc4B5JFoQ,3622209,117794,1851,2785
oLDbO545aKQ,3621728,192411,4426,10935
IP4hs_wq5yE,3621505,48924,3335,7045
sottGW1p5os,3621389,141681,1289,8127
HzILu6yyA20,3617791,1321,173,585
g30Rhk82rmg,3617347,75945,4023,10393
f6Egj7ncOi8,3616329,313341,2215,135277
PaYvlVR_BEc,3614902,96289,10644,11279
8LPVjHxXvJM,3614310,104765,5237,13379
Xpv-sEKl1B4,3613679,71203,3243,8854
QBL8IRJ5yHU,3613618,298978,13205,51753
ogfYd705cRs,3613271,32605,4087,0
2PH7dK6SLC8,3613243,77927,1605,5607
E0cbWdlQg_8,3612830,32880,2846,3962
OAGfx7eB3gA,3612568,107558,2775,9618
A9YcrloL3oE,3611833,277570,8522,37011
UjtOGPJ0URM,3611716,168506,6895,18963
4iRJDDjejCI,3611658,85141,4227,7969
m4faDISwSVo,3611613,151818,3746,30331
LtpqdJkoKm8,3611335,109604,7369,19073
xNkLDa3_nnk,3611138,331469,6521,43591
xsqInns6LXQ,3610250,82818,1739,0
hQW_9ws8OhA,3610239,71406,5752,22594
p-OCfiglZRQ,3609856,65594,12739,9885
TZSVf-yD7N8,3609716,102559,1605,3135
hiBPUpCJ7MQ,3608611,51491,504,2061
mUYsp5baMXo,3607555,208213,8490,14450
O8bszsJ0D7I,3607347,150360,1708,8113
mD4jp2HHu0g,3606471,201309,3131,37418
Xpv-sEKl1B4,3606135,70959,3240,8836
XbxRqlHtKUE,3605598,60292,1706,7090
cpGA0azFdCs,3605222,57215,2105,5783
fDRrqJU4-Tk,3604479,86780,2941,13805
IP4hs_wq5yE,3603700,48837,3321,7044
mQ055hHdxbE,3603663,139859,2956,11945
Ya_trIAWIXA,3603572,166862,1578,21243
d-HPZL6AU64,3602932,184530,2757,16474
Biex1XR_mpo,3602906,54034,461,2586
Txlk7PiHaGk,3601720,244648,4890,18800
D7sj7L1uLiw,3601697,112597,4090,8345
Kf2-86o5S1o,3601370,115226,6834,20022
2in8XqiElwc,3600846,167237,8015,17340
34cHO5_LX9g,3600475,8018,679,812
t4pRQ0jn23Q,3600038,104844,5027,13008
QpyHrQYeoIE,3599178,83372,2483,9442
MFWF9dU5Zc0,3599131,50271,21328,17848
Xpv-sEKl1B4,3598946,70800,3234,8820
9TUBf6l7FBg,3598220,0,0,0
leu-cTvMWTA,3598185,657258,7387,75029
bPNi_492aEQ,3598002,53461,1758,2768
aFuA50H9uek,3596450,65637,1934,15730
uwfIr6flLXk,3596259,87928,20431,8030
pisY6J2Ky6U,3595766,128906,5415,8258
LqU9CdPs6ek,3595550,156992,2023,10936
Uy7yJdq1yhg,3594683,132427,4307,12099
SphTGtDlhHw,3593812,119595,8269,7998
Xpv-sEKl1B4,3592521,70648,3229,8817
OAGfx7eB3gA,3591838,107161,2767,9605
jp9hK-jY6yY,3591699,212004,3528,20418
nranUeNkXpM,3591579,98046,6646,8291
nRc0kmOYgzQ,3590791,38945,1678,5020
JDmse8M-3-Y,3590605,172107,9825,24894
ogfYd705cRs,3590297,32410,4075,0
xYtsL9znopI,3589995,196931,3717,10823
kiE71P138rc,3588413,9177,3471,530
mddRihBrWOk,3587607,180112,5029,8108
08OhPK2BVIU,3587458,336856,3787,16831
TdyllLZeviY,3587153,274260,3451,14703
pOEzjT-SED0,3586390,100576,18690,23563
Xpv-sEKl1B4,3586342,70515,3222,8817
oLDbO545aKQ,3585661,191567,4399,10910
Q3jege0p0dQ,3585629,115796,2489,0
IP4hs_wq5yE,3585189,48745,3306,7093
x_joMJBrT34,3582755,113034,6933,18229
hiBPUpCJ7MQ,3581466,51269,500,2056
7UoP9ABJXGE,3579112,36183,1169,723
UKserM-i0_A,3578769,191161,1864,21032
gDXwhHm4GhM,3578593,73221,8208,9624
g5c1bk8weaQ,3578502,307435,2573,12248
CbWP9nvnRhw,3577738,209154,4115,18334
VGykknw9eCM,3577614,12318,1345,1414
Xpv-sEKl1B4,3577277,70276,3217,8790
Qx54quy9tDQ,3576883,59206,1742,8872
QBL8IRJ5yHU,3575061,297520,13066,51547
OAGfx7eB3gA,3573353,106862,2751,9597
dKoIPuifJvE,3573227,3085,218,384
tugFFhML7VY,3572549,306246,4482,30002
Biex1XR_mpo,3572402,53639,446,2566
wRNYoWFjmEc,3569857,165368,1991,7636
